Formulation,n,r_min,r_max,Instance,Status,Gap,Time,Cuts
SBF-A-D-dual,15,1.0,1.0,4,Optimal,0.0,515.04,725
SBF-A-D-dual,15,0.8,1.2,0,Optimal,0.0,145.36,354
SBF-A-D-dual,15,0.8,1.2,1,Optimal,0.0,316.23,233
SBF-A-D-dual,15,0.8,1.2,2,Optimal,0.0,199.27,517
SBF-A-D-dual,15,0.8,1.2,3,Optimal,7.756e-05,329.62,514
SBF-A-D-dual,15,0.8,1.2,4,Optimal,0.0,156.67,183
SBF-A-D-dual,15,0.5,1.5,0,Optimal,0.0,175.22,377
SBF-A-D-dual,15,0.5,1.5,1,Time_limit,0.14290867,600.03,872
SBF-A-D-dual,15,0.5,1.5,2,Optimal,0.0,84.71,571
SBF-A-D-dual,15,0.5,1.5,3,Time_limit,0.03797608,600.05,476
SBF-A-D-dual,15,0.5,1.5,4,Optimal,0.0,151.29,114
SBF-A-D-dual,20,0.25,0.25,0,Time_limit,0.61042609,600.02,78
SBF-A-D-dual,20,0.25,0.25,1,Time_limit,0.5494678,600.02,170
SBF-A-D-dual,20,0.25,0.25,2,Time_limit,0.49644173,600.01,50
SBF-A-D-dual,20,0.25,0.25,3,Time_limit,0.63221741,600.03,53
SBF-A-D-dual,20,0.25,0.25,4,Time_limit,0.57214229,600.01,54
SBF-A-D-dual,20,0.2,0.3,0,Time_limit,0.63247785,600.04,61
SBF-A-D-dual,20,0.2,0.3,1,Time_limit,0.51810515,600.03,144
SBF-A-D-dual,20,0.2,0.3,2,Time_limit,0.50515881,600.03,86
SBF-A-D-dual,20,0.2,0.3,3,Time_limit,0.5859136,600.01,45
SBF-A-D-dual,20,0.2,0.3,4,Time_limit,0.56724022,600.01,72
SBF-A-D-dual,20,0.125,0.375,0,Time_limit,0.61779025,600.09,135
SBF-A-D-dual,20,0.125,0.375,1,Time_limit,0.58935712,600.03,123
SBF-A-D-dual,20,0.125,0.375,2,Time_limit,0.44680609,600.02,74
SBF-A-D-dual,20,0.125,0.375,3,Time_limit,0.57843152,600.04,48
SBF-A-D-dual,20,0.125,0.375,4,Time_limit,0.52807833,600.02,56
SBF-A-D-dual,20,0.5,0.5,0,Time_limit,0.52774685,600.04,88
SBF-A-D-dual,20,0.5,0.5,1,Time_limit,0.51638872,600.05,99
SBF-A-D-dual,20,0.5,0.5,2,Time_limit,0.59164297,600.04,81
SBF-A-D-dual,20,0.5,0.5,3,Time_limit,0.63954974,600.07,53
SBF-A-D-dual,20,0.5,0.5,4,Time_limit,0.65781224,600.04,92
SBF-A-D-dual,20,0.4,0.6,0,Time_limit,0.55373623,600.0,76
SBF-A-D-dual,20,0.4,0.6,1,Time_limit,0.45893051,600.03,100
SBF-A-D-dual,20,0.4,0.6,2,Time_limit,0.64609792,600.01,99
SBF-A-D-dual,20,0.4,0.6,3,Time_limit,0.52727013,600.03,77
SBF-A-D-dual,20,0.4,0.6,4,Time_limit,0.5838729,600.02,88
SBF-A-D-dual,20,0.25,0.75,0,Time_limit,0.56355917,600.05,249
SBF-A-D-dual,20,0.25,0.75,1,Time_limit,0.56569251,600.04,100
SBF-A-D-dual,20,0.25,0.75,2,Time_limit,0.58909356,600.02,82
SBF-A-D-dual,20,0.25,0.75,3,Time_limit,0.56290551,600.03,78
SBF-A-D-dual,20,0.25,0.75,4,Time_limit,0.58016411,600.01,86
SBF-A-D-dual,20,1.0,1.0,0,Time_limit,0.31377021,600.02,92
SBF-A-D-dual,20,1.0,1.0,1,Time_limit,0.560052,600.01,142
SBF-A-D-dual,20,1.0,1.0,2,Time_limit,0.40746679,600.02,336
SBF-A-D-dual,20,1.0,1.0,3,Time_limit,0.23782888,600.05,133
SBF-A-D-dual,20,1.0,1.0,4,Time_limit,0.66015387,600.02,105
SBF-A-D-dual,20,0.8,1.2,0,Time_limit,0.30345498,600.03,71
SBF-A-D-dual,20,0.8,1.2,1,Time_limit,0.4756343,600.03,138
SBF-A-D-dual,20,0.8,1.2,2,Time_limit,0.52125898,600.02,161
SBF-A-D-dual,20,0.8,1.2,3,Time_limit,0.28033117,600.04,125
SBF-A-D-dual,20,0.8,1.2,4,Time_limit,0.64298561,600.02,121
SBF-A-D-dual,20,0.5,1.5,0,Time_limit,0.54414271,600.02,55
SBF-A-D-dual,20,0.5,1.5,1,Time_limit,0.57473942,600.05,224
SBF-A-D-dual,20,0.5,1.5,2,Time_limit,0.47346777,600.01,144
SBF-A-D-dual,20,0.5,1.5,3,Time_limit,0.37475319,600.03,107
SBF-A-D-dual,20,0.5,1.5,4,Time_limit,0.66382876,600.03,99
SBF-A-D-DE,10,0.25,0.25,0,Optimal,0.0,2.87,276
SBF-A-D-DE,10,0.25,0.25,1,Optimal,0.0,2.94,102
SBF-A-D-DE,10,0.25,0.25,2,Optimal,0.0,3.67,333
SBF-A-D-DE,10,0.25,0.25,3,Optimal,0.0,2.67,138
SBF-A-D-DE,10,0.25,0.25,4,Optimal,0.0,1.6,129
SBF-A-D-DE,10,0.2,0.3,0,Optimal,0.0,2.18,201
SBF-A-D-DE,10,0.2,0.3,1,Optimal,0.0,4.16,327
SBF-A-D-DE,10,0.2,0.3,2,Optimal,0.0,2.79,144
SBF-A-D-DE,10,0.2,0.3,3,Optimal,0.0,1.75,81
SBF-A-D-DE,10,0.2,0.3,4,Optimal,0.0,1.78,123
SBF-A-D-DE,10,0.125,0.375,0,Optimal,0.0,5.5,513
SBF-A-D-DE,10,0.125,0.375,1,Optimal,0.0,3.09,114
SBF-A-D-DE,10,0.125,0.375,2,Optimal,0.0,3.94,249
SBF-A-D-DE,10,0.125,0.375,3,Optimal,0.0,2.22,99
SBF-A-D-DE,10,0.125,0.375,4,Optimal,0.0,1.42,129
SBF-A-D-DE,10,0.5,0.5,0,Optimal,0.0,3.62,126
SBF-A-D-DE,10,0.5,0.5,1,Optimal,0.0,3.63,156
SBF-A-D-DE,10,0.5,0.5,2,Optimal,0.0,2.79,39
SBF-A-D-DE,10,0.5,0.5,3,Optimal,0.0,3.05,336
SBF-A-D-DE,10,0.5,0.5,4,Optimal,0.0,4.05,396
SBF-A-D-DE,10,0.4,0.6,0,Optimal,0.0,4.66,222
SBF-A-D-DE,10,0.4,0.6,1,Optimal,0.0,3.29,120
SBF-A-D-DE,10,0.4,0.6,2,Optimal,0.0,4.37,165
SBF-A-D-DE,10,0.4,0.6,3,Optimal,0.0,2.36,162
SBF-A-D-DE,10,0.4,0.6,4,Optimal,0.0,4.01,348
SBF-A-D-DE,10,0.25,0.75,0,Optimal,0.0,3.99,81
SBF-A-D-DE,10,0.25,0.75,1,Optimal,0.0,3.96,129
SBF-A-D-DE,10,0.25,0.75,2,Optimal,0.0,4.41,162
SBF-A-D-DE,10,0.25,0.75,3,Optimal,8.619e-05,5.59,537
SBF-A-D-DE,10,0.25,0.75,4,Optimal,0.0,1.94,186
SBF-A-D-DE,10,1.0,1.0,0,Optimal,0.0,6.74,576
SBF-A-D-DE,10,1.0,1.0,1,Optimal,0.0,5.3,279
SBF-A-D-DE,10,1.0,1.0,2,Optimal,0.0,7.53,435
SBF-A-D-DE,10,1.0,1.0,3,Optimal,0.0,2.18,120
SBF-A-D-DE,10,1.0,1.0,4,Optimal,0.0,3.53,711
SBF-A-D-DE,10,0.8,1.2,0,Optimal,0.0,6.75,423
SBF-A-D-DE,10,0.8,1.2,1,Optimal,0.0,5.5,279
SBF-A-D-DE,10,0.8,1.2,2,Optimal,0.0,5.24,210
SBF-A-D-DE,10,0.8,1.2,3,Optimal,0.0,3.93,315
SBF-A-D-DE,10,0.8,1.2,4,Optimal,0.0,1.67,387
SBF-A-D-DE,10,0.5,1.5,0,Optimal,0.0,7.38,651
SBF-A-D-DE,10,0.5,1.5,1,Optimal,0.0,8.93,654
SBF-A-D-DE,10,0.5,1.5,2,Optimal,0.0,4.75,267
SBF-A-D-DE,10,0.5,1.5,3,Optimal,0.0,3.22,477
SBF-A-D-DE,10,0.5,1.5,4,Optimal,0.0,1.04,144
SBF-A-D-DE,15,0.25,0.25,0,Optimal,0.0,314.61,1479
SBF-A-D-DE,15,0.25,0.25,1,Optimal,0.0,213.06,639
SBF-A-D-DE,15,0.25,0.25,2,Optimal,0.0,59.15,942
SBF-A-D-DE,15,0.25,0.25,3,Optimal,0.0,178.66,207
SBF-A-D-DE,15,0.25,0.25,4,Optimal,0.0,154.08,549
SBF-A-D-DE,15,0.2,0.3,0,Optimal,0.0,166.69,90
SBF-A-D-DE,15,0.2,0.3,1,Optimal,0.0,395.83,312
SBF-A-D-DE,15,0.2,0.3,2,Optimal,0.0,174.85,2097
SBF-A-D-DE,15,0.2,0.3,3,Time_limit,0.04608288,600.05,864
SBF-A-D-DE,15,0.2,0.3,4,Optimal,0.0,115.17,246
SBF-A-D-DE,15,0.125,0.375,0,Optimal,0.0,420.21,543
SBF-A-D-DE,15,0.125,0.375,1,Time_limit,0.18795409,600.03,999
SBF-A-D-DE,15,0.125,0.375,2,Optimal,0.0,57.61,453
SBF-A-D-DE,15,0.125,0.375,3,Time_limit,0.27315612,600.03,750
SBF-A-D-DE,15,0.125,0.375,4,Optimal,0.0,142.57,369
SBF-A-D-DE,15,0.5,0.5,0,Optimal,0.0,128.34,180
SBF-A-D-DE,15,0.5,0.5,1,Optimal,0.0,215.83,321
SBF-A-D-DE,15,0.5,0.5,2,Optimal,0.0,138.79,1662
SBF-A-D-DE,15,0.5,0.5,3,Time_limit,0.15657913,600.03,309
SBF-A-D-DE,15,0.5,0.5,4,Optimal,0.0,88.36,102
SBF-A-D-DE,15,0.4,0.6,0,Optimal,0.0,235.1,1011
SBF-A-D-DE,15,0.4,0.6,1,Optimal,0.0,166.42,546
SBF-A-D-DE,15,0.4,0.6,2,Optimal,0.0,119.67,612
SBF-A-D-DE,15,0.4,0.6,3,Time_limit,0.28490323,600.02,666
SBF-A-D-DE,15,0.4,0.6,4,Optimal,0.0,273.47,756
SBF-A-D-DE,15,0.25,0.75,0,Time_limit,0.17885575,600.06,1665
SBF-A-D-DE,15,0.25,0.75,1,Time_limit,0.30206373,600.06,1602
SBF-A-D-DE,15,0.25,0.75,2,Optimal,0.0,86.33,636
SBF-A-D-DE,15,0.25,0.75,3,Time_limit,0.13574647,600.01,504
SBF-A-D-DE,15,0.25,0.75,4,Optimal,0.0,71.44,189
SBF-A-D-DE,15,1.0,1.0,0,Optimal,0.0,150.5,771
SBF-A-D-DE,15,1.0,1.0,1,Time_limit,0.07433999,600.08,2097
SBF-A-D-DE,15,1.0,1.0,2,Optimal,0.0,149.69,1893
SBF-A-D-DE,15,1.0,1.0,3,Optimal,0.0,546.4,1398
SBF-A-D-DE,15,1.0,1.0,4,Optimal,0.0,338.63,1050
SBF-A-D-DE,15,0.8,1.2,0,Optimal,0.0,129.96,1128
SBF-A-D-DE,15,0.8,1.2,1,Optimal,0.0,575.33,1872
SBF-A-D-DE,15,0.8,1.2,2,Optimal,0.0,150.15,1098
SBF-A-D-DE,15,0.8,1.2,3,Time_limit,0.08443236,600.02,399
SBF-A-D-DE,15,0.8,1.2,4,Optimal,0.0,113.3,156
SBF-A-D-DE,15,0.5,1.5,0,Optimal,0.0,572.78,966
SBF-A-D-DE,15,0.5,1.5,1,Time_limit,0.19897698,600.06,1365
SBF-A-D-DE,15,0.5,1.5,2,Optimal,0.0,109.07,894
SBF-A-D-DE,15,0.5,1.5,3,Time_limit,0.25615732,600.03,453
SBF-A-D-DE,15,0.5,1.5,4,Optimal,0.0,407.52,657
SBF-A-D-DE,20,0.25,0.25,0,Time_limit,0.6061954,600.03,372
SBF-A-D-DE,20,0.25,0.25,1,Time_limit,0.38970129,600.04,486
SBF-A-D-DE,20,0.25,0.25,2,Time_limit,0.57264443,600.01,153
SBF-A-D-DE,20,0.25,0.25,3,Time_limit,0.61456246,600.02,369
SBF-A-D-DE,20,0.25,0.25,4,Time_limit,0.61658056,600.04,291
SBF-A-D-DE,20,0.2,0.3,0,Time_limit,0.62035101,600.08,147
SBF-A-D-DE,20,0.2,0.3,1,Time_limit,0.56301882,600.05,219
SBF-A-D-DE,20,0.2,0.3,2,Time_limit,0.4905713,600.01,177
SBF-A-D-DE,20,0.2,0.3,3,Time_limit,0.65659749,600.48,675
SBF-A-D-DE,20,0.2,0.3,4,Time_limit,0.5477346,600.03,132
SBF-A-D-DE,20,0.125,0.375,0,Time_limit,0.62141076,600.06,129
SBF-A-D-DE,20,0.125,0.375,1,Time_limit,0.61501655,600.05,579
SBF-A-D-DE,20,0.125,0.375,2,Time_limit,0.59972086,600.04,297
SBF-A-D-DE,20,0.125,0.375,3,Time_limit,0.54772846,600.01,63
SBF-A-D-DE,20,0.125,0.375,4,Time_limit,0.66072369,600.02,267
SBF-A-D-DE,20,0.5,0.5,0,Time_limit,0.61911937,600.03,207
SBF-A-D-DE,20,0.5,0.5,1,Time_limit,0.48715407,600.01,192
SBF-A-D-DE,20,0.5,0.5,2,Time_limit,0.57130266,600.01,207
SBF-A-D-DE,20,0.5,0.5,3,Time_limit,0.59404358,600.05,231
SBF-A-D-DE,20,0.5,0.5,4,Time_limit,0.55059555,600.02,180
SBF-A-D-DE,20,0.4,0.6,0,Time_limit,0.62643939,600.08,795
SBF-A-D-DE,20,0.4,0.6,1,Time_limit,0.45819526,600.04,171
SBF-A-D-DE,20,0.4,0.6,2,Time_limit,0.67762752,600.04,339
SBF-A-D-DE,20,0.4,0.6,3,Time_limit,0.64546209,600.03,192
SBF-A-D-DE,20,0.4,0.6,4,Time_limit,0.70133237,600.05,555
SBF-A-D-DE,20,0.25,0.75,0,Time_limit,0.42785635,600.01,306
SBF-A-D-DE,20,0.25,0.75,1,Time_limit,0.63303174,600.05,354
SBF-A-D-DE,20,0.25,0.75,2,Time_limit,0.69931468,600.05,318
SBF-A-D-DE,20,0.25,0.75,3,Time_limit,0.69966928,600.03,387
SBF-A-D-DE,20,0.25,0.75,4,Time_limit,0.60994733,600.05,207
SBF-A-D-DE,20,1.0,1.0,0,Time_limit,0.57868552,600.01,315
SBF-A-D-DE,20,1.0,1.0,1,Time_limit,0.7289849,600.08,597
SBF-A-D-DE,20,1.0,1.0,2,Time_limit,0.40321651,600.02,195
SBF-A-D-DE,20,1.0,1.0,3,Time_limit,0.53706008,600.04,1083
SBF-A-D-DE,20,1.0,1.0,4,Time_limit,0.63645999,600.14,258
SBF-A-D-DE,20,0.8,1.2,0,Time_limit,0.5396265,600.02,360
SBF-A-D-DE,20,0.8,1.2,1,Time_limit,0.67064529,600.03,186
SBF-A-D-DE,20,0.8,1.2,2,Time_limit,0.55505431,600.02,348
SBF-A-D-DE,20,0.8,1.2,3,Time_limit,0.66497054,600.02,504
SBF-A-D-DE,20,0.8,1.2,4,Time_limit,0.60188258,600.01,231
SBF-A-D-DE,20,0.5,1.5,0,Time_limit,0.31595625,600.05,567
SBF-A-D-DE,20,0.5,1.5,1,Time_limit,0.75092583,600.05,594
SBF-A-D-DE,20,0.5,1.5,2,Time_limit,0.23868823,600.02,270
SBF-A-D-DE,20,0.5,1.5,3,Time_limit,0.49412725,600.1,507
SBF-A-D-DE,20,0.5,1.5,4,Time_limit,0.5890168,600.03,273
